			0
submission			5
submissive			7
submit			2
submitted			1
submitting			1
subordinates			1
subornation			1
subscribe			1
subsided			1
substance			4
substantial			1
substitute			1
substitutes			1
substituting			2
substratum			1
subtle			3
suburb			3
succeed			3
succeeded			1
success			5
successfully			2
succession			5
successor			1
successor--of			1
succour			1
such			180
such--like			1
suck			1
sucked			2
sucking			2
suction			1
sudden			13
suddenly			20
suddenness			2
suffer			10
suffered			6
sufferer			4
sufferer's			2
sufferers			1
suffering			10
sufferings			3
sufficient			2
sufficiently			5
suffocated			2
suffocation			1
sugar			1
suggest			2
suggested			8
suggesting			1
suggestion			3
suggestions			1
suicidal			1
suit			10
suitable			2
suitably			1
suite			1
suited			1
suitor			1
suitor's			1
suits			1
sulky			1
sullen			3
sullenly			2
sulphur			1
sultry			2
sum			1
summed			1
summer			12
summer--and			1
summer-houses			1
summit			3
summits			1
summon			4
summoned			17
summons			1
sumptuous			2
sun			36
sunburnt			1
sunday			11
sundays			3
sundry			2
sunflower			1
sunk			3
sunken			2
sunlight			2
sunny			5
sunrise			2
sunset			4
sunshine			4
superb			2
superciliously			1
superintendence.--o			1
superior			2
superiority			2
superlative			1
supernatural			1
supernaturally			1
superscribed			1
superseded			1
superstition			1
superstitious			1
supervised			1
supped			1
supper			12
supper-table			1
suppers			1
supping			1
supple			1
supplementary			1
suppliant			1
supplicate			1
supplication			3
supplicatory			1
supplied			2
supplies			1
supply			1
support			6
supported			5
supporting			1
suppose			17
suppose--you			1
supposed			14
supposing			1
supposition			2
suppressed			8
suppression			1
supreme			1
sure			39
surely			18
surer			1
surf			1
surface			10
surfaces			1
surge			1
surgeon			1
surgeon--on			1
surging			1
surmise			1
surmounted			1
surname			1
surprise			15
surprised			10
surprises			1
surprising			2
surprisingly			1
surrender			1
surrendered			1
surrounded			8
surrounding			5
survey			1
surveyed			3
surveying			3
survive			2
surviving			1
susceptibility			1
suspect			3
suspected			13
suspended			5
suspended--not			1
suspense			6
suspicion			13
suspicions			4
suspicious			2
sustain			3
sustained			6
sustaining			2
swallow			6
swallowed			3
swallowing			3
swamp			1
swamped			1
swarmed			1
swarming			2
swart			2
swarthy			1
swaying			1
swear			10
swearers			1
swearing			2
sweat			1
sweaty			1
sweep			3
sweeps			1
sweet			14
sweetest			1
sweetly			1
swell			2
swelled			2
swelling			1
swells			1
swept			5
swift			6
swiftly			3
swing			1
swinging			6
swollen			2
swoon			3
swooned			1
swoons			1
swooped			2
swooping			1
sword			5
sword--like			1
sword-hilt			1
sword-thrust			1
swords			7
swore			1
sworn			2
swung			4
syd			1
sydney			72
sydney's			3
syllable			4
syllables			2
symbolical			1
symbols			1
sympathise			1
sympathised			1
sympathy			12
symptoms			1
synonymous			1
system			4
systematically			2
t			1
t'other			2
table			34
table-drawers			1
tables			3
taciturn			1
tackle			1
tact			1
tactician			1
tail			1
tails			2
taint			1
tainted			2
take			88
taken			74
takes			5
takin			1
taking			41
tale			4
talents			3
talisman			1
talk			10
talked			6
talkers			3
talking			8
tall			18
tame			3
tamed			1
tamper			1
tangle			1
tanneries			2
tannery			1
tapped			1
tapping			1
tarnish			1
task			8
taste			7
tasted			1
tastes			1
tattered			1
tatters			1
taught			3
tavern			4
tax			11
taxed			1
taxers			1
taxes			2
taxes--though			1
taxing			2
taxing-house			1
tea			5
tea-pot			1
tea-table			1
tea-time			1
teaboard			1
teach			2
teacher			2
team			1
tear			3
tear-fraught			1
tearing			5
tears			29
tedious			1
teems			1
teeth			8
telegraph			1
tell			91
telling			4
tells			2
tellson			6
tellson's			83
tellson's--have			1
tellson's--never			1
temper			5
temperament			2
tempest			2
temple			21
temporarily			1
temporary			1
tempt			1
tempted			1
tempter			2
ten			21
tenacity			1
tenant			1
tenants			1
tenants--serfs--what			1
tend			3
tended			5
tendency			7
tender			5
tenderer			2
tenderly			4
tenderness			4
tending			7
tenth			3
tergiversation			1
term			5
terminate			3
terminated			2
terms			25
terrace			5
terraces			1
terrestrial			1
terrible			15
terrific			1
terrified			7
terror			7
terror--he			1
terrors			4
test			1
testaments			1
testified			1
testify			1
testimony			3
tethered			1
text			1
texture			1
thames			1
than			216
than--than			1
thank			26
thanked			4
thankful			7
thanking			3
thankless			1
thanks			6
that			1904
that's			30
that--as			1
thatched			1
the			8186
the--the--as			1
the--the--image			1
theatre			1
theatre-doors			1
theatres			2
theatrical			1
thee			6
thee--which			1
their			318
theirs			3
them			393
them!--i			1
them--all			1
them--by			1
them--so			1
them--that			1
them--the			1
theme			4
themselves			25
then			253
then--sharply			1
thence			1
thenceforth			1
theophile			1
theory			3
there			567
there!--and			1
there"--it			1
there'd			1
there's			7
there--and			1
there--had			1
there--i			1
there--if			1
there--not			1
there--tell			1
there--with			1
thereabouts			1
thereby			1
therefore			21
thereof			2
therese			4
thereupon			1
these			187
they			564
they'll			2
thick			4
thicken			1
thickened			1
thickest			1
thickness			1
thief			1
thief-and-rascal			1
thieves			2
thin			12
thine			1
thing			48
thing--nothing--startles			1
things			68
things--for			1
think			120
think"--the			1
think--i			1
think-not			1
thinking			11
thinks			4
thinness			1
third			23
third--the			2
thirdly			1
thirst			3
thirsty			1
thirty			4
thirty-five			1
thirty-seven			1
this			588
this--ha			1
this--nor			1
this--tellson's			1
this:--if			1
this:--that			1
this?--_was			1
thorns			1
thorough			2
thoroughfare			1
thoroughfares			1
thoroughly			4
those			111
thou			6
thou--is			1
though			93
thought			61
thought--of			1
thoughtful			4
thoughtfully			4
thoughts			22
thousand			26
thousands			2
thread			6
threaded			1
threat			2
threatened			1
threatening			5
three			117
three-cornered			2
three-fourths			1
threes			2
threescore			1
threshold			2
threw			11
thrice			3
thrift			2
thrill			2
thrilled			1
thrive			1
throat			16
throats			1
throne			3
throng			5
thronging			1
throttle			1
throttled			1
through			161
throughout			4
throw			5
throwing			4
thrown			20
throws			1
thrust			3
thumb			1
thumb-nail			1
thumbs			1
thump			1
thunder			2
thunder-gusts			1
thundered			2
thundering			2
thus			33
thy			2
ticking			1
tickle			2
tide			8
tides			3
tidings			8
tie			1
tied			5
tied--the			1
ties			3
tiger			3
tiger:--looked			1
tigerish			1
tight			5
tight-fitting			1
tighter			1
tightly			1
tigress			1
tile			1
tile-paved			2
tiled			1
till			16
tillers			1
tilson			1
timber			1
time			260
time--and			1
time--i			2
time--through			1
time--when			1
timed			1
timely			3
times			51
timid			7
timidity			1
timidly			2
timorous			1
tinder-box			1
tinged			2
tiny			1
tip			1
tips			1
tiptoe			1
tired			4
tiresome			1
tissue			2
title			2
to			3543
to--and			1
to--this			1
to--what			1
to-day			26
to-morrow			33
to-morrow's			3
to-morrow--you			1
to-night			30
to-night--come			1
toast			3
toasts			1
tobacco			1
tobaccoey			1
tocsin			3
toes			1
together			61
together--as			1
together--that			1
together;--with			1
toil			2
toil-worn			1
toiled			1
toilet			1
toilette			1
toilettes			1
told			45
tolerable			2
tolerate			1
tolerated			4
tom			4
tomb			3
tomorrow			2
tone			27
toned			1
tones			6
tongue			7
tongues			3
too			116
too--as			2
took			108
took--and			1
tools			15
toothache			1
toothpick			6
top			16
top-boots			1
topic			5
topics			3
topmost			1
tops			3
torch			2
torches			2
tore			7
torment			1
torn			10
tortuous			1
torture			5
tortured			2
tortures			1
tossed			4
tossing			2
total			1
totally			1
touch			30
touched			20
touches			1
touching			19
towards			62
towed			1
towel			1
towelling			1
towels			3
tower			15
tower--ages			1
towers			14
town			14
town-gate			1
towns			1
townspeople			1
toy-puzzle			1
trace			5
traced			2
traces			3
tracing			1
track			4
tracked			1
tracks			1
trade			9
trademark			10
trademark/copyright			1
trades			2
tradesman			15
tradesman's			2
tradesmen			3
trading-boat			1
traffic			2
trafficker			1
traffickers			1
trailing			1
train			4
training			1
traitor			7
traitorous			2
traitorously			1
tramp			2
tramping			2
trampled			2
tranquil			3
tranquillised			1
tranquilly			2
transact			1
transacted			1
transactions			1
transcribe			1
transcription			1
transferred			2
transformation			1
transformations			1
transition			1
transitory			1
translator			1
transmutation			1
transparent			3
transparently			1
transport			1
trap			1
trappings			1
traps			1
travel			2
travelled			6
traveller			9
travellers			3
travelling			17
travelling-hat			1
traversed			4
traversing			3
tray			2
treacherous			1
treachery			2
tread			9
treason			5
treasonable			1
treasure			1
treated			1
treatment			2
treble			1
trebly			1
tree			3
trees			14
tremble			5
trembled			5
trembling			6
tremendous			5
tremulous			2
tremulously			1
trenchant			1
trenches			1
trepidation			1
tri-colour			2
tri-coloured			1
trial			14
trial--evoke			1
trials			2
tribe			2
tribunal			20
tribunal's			1
tribunal--of			1
tribunals			1
trickled			1
tricks			3
tricoloured			3
trident			1
tried			17
tries			1
trifle			1
trifles			2
trifling			1
trim			2
trimming			1
trinkets			1
trip			2
triumph			6
triumph--i			1
triumphant			1
triumphs			2
triumvirate			1
trivial			1
trod			5
trodden			2
trodden-down			1
trooping			2
troops			1
trot			3
trotted			1
trotting			1
trouble			16
troubled			15
troubles			4
troublesome			4
troubling			1
trudged			3
true			41
true-hearted			1
truest			1
truly			12
trust			13
trusted			3
trustee			1
trustees			1
trustfulness			1
trusting			5
trustworthy			1
trusty			2
truth			20
truth--which			1
truthfully			1
try			14
trying			12
tst			7
tuesday			1
tuileries			2
tumbled			2
tumbling			2
tumbril			3
tumbrils			15
tumult			2
tumultuous			1
tune			2
turban			1
turbid			1
turbulent			2
turbulently			1
turkey			1
turn			31
turned			119
turnham			1
turning			27
turnkey			9
turnkey's			1
turnkeys			2
turns			5
tut			3
tutor			2
tutor-fellow			1
twelve			14
twentieth			1
twenty			20
twenty-four			3
twenty-one			1
twenty-second			1
twenty-six			1
twenty-three			2
twenty-two			2
twice			16
twilight			4
twin			1
twin-brother			1
twined			2
twinkle			1
twinkled			1
twinkling			2
twist			1
twisted			1
twitching			1
two			212
two-thirds			1
twopence			1
twos			2
txt			1
tyburn			1
tying			1
types			2
typified			1
tyranny			1
tyrant			1
tyrants			3
u.s			3
ubiquitous			2
ud			1
ugh			1
uglier			1
ugliness			1
ugly			3
ultimate			1
un			2
un's			1
unable			5
unaccountable			1
unaccountably			3
unaccused			1
unaccustomed			1
unacquainted			1
unaltered			1
unanimously			1
unattainable			1
unattended			1
unavailing			1
unavenged			1
unbarred			1
unbearable			2
unbecoming			1
unbeliever			1
unbelieving			2
unbent			1
unbidden			1
unblushing			1
unborn			2
unbrutalised			1
unbuilt			1
uncarpeted			1
unceasingly			1
uncertain			5
uncertainties			1
uncertainty			3
unchangeable			2
unchanged			2
uncle			13
uncle's			1
uncleansed			1
unclosed			1
uncomfortable			2
uncomfortably			1
uncommon			1
uncomplaining			1
uncompromising			1
unconnected			2
unconscious			10
unconsciously			1
unconsciousness			1
uncontrollable			1
uncorrupted			1
under			145
under-jaw			1
undergo			1
undergone			2
undergraduates			1
underground			3
underneath			1
understand			28
understanding			5
understood			8
undertake			5
undertakers			3
undertaking			1
undertook			1
underwent			1
undeserved			1
undeserving			1
undirected			1
undisclosed			1
undiscovered			1
undisguised			1
undistinguishable			1
undisturbed			2
undoubted			1
undoubtedly			3
undressing			1
undug--if			1
undutiful			1
unearthly			2
uneasily			3
uneasiness			9
uneasy			5
unencumbered			1
unenforceability			1
unenlightened			1
unequal			1
uneven			2
unexpected			1
unexpectedly			3
unexplained			1
unfailing			1
unfair			1
unfashionable			1
unfastened			1
unfathomable			1
unfathomed			1
unfavourable			1
unfeeling			2
unfinished			3
unfit			2
unforeseen			1
unformed			1
unfortunate			8
unfortunately			1
unfounded			1
unfrequently			2
unfruitful			1
ungenerous			1
ungently			1
unglazed			2
ungrateful			1
unhandsomely			1
unhappily			4
unhappy			11
unhardened			1
unhealthy			1
unheard			1
unheard--both			1
unheeded			1
uniform			3
uniformity			1
uniformly			1
unimagined			1
unimpaired			1
unimpeachable			3
unintelligible			3
uninvited			1
unison			2
united			16
units			1
universal			7
universe			1
unjust			2
unjustly			1
unkempt			1
unkind			1
unknown			8
unlawful			2
unless			8
unlike			4
unlikely			1
unlink			1
unluckily			1
unlucky			1
unmixed			1
unmoved			1
unnat'ral			2
unnatural			2
unnaturally			1
unnecessarily			1
unnecessary			1
unopened			1
unornamental			1
unpopular			1
unpopularity			1
unprecedented			1
unprepared			2
unpromising			1
unprosperous			1
unprotected			1
unquestionably			3
unreal			3
unreality			2
unreasonable			2
unrelenting			1
unreserved			1
unreservedly			1
unrobed			1
unruly			1
unsafe			1
unscrupulous			1
unseen			6
unselfish			2
unselfishness			1
unsettled			1
unshaded			1
unshaken			1
unshaped			1
unsolicited			1
unspeakable			2
unsteadily			1
unsteady			3
unsubstantial			1
unsuccessful			1
unsuitable			1
unsuspicious			1
unswallowed			1
untidy			1
until			96
untimely			2
untiring			1
unto			1
untold			1
untouched			1
untracked			1
untrimmed			1
untroubled			1
unusual			6
unusually			4
unwholesome			3
unwholesomely			1
unwilling			2
unwillingly--a			1
unwillingness			3
unwonted			1
unworthily			1
unyoked			1
up			309
up--as			1
up-hill			1
up-stairs			6
up-stairs--and			1
updated			1
upheaving			1
uphold			2
upholsterers			1
uplifted			1
upon			291
upper			4
uppermost			1
upright			3
uproar			3
upshot			1
upstairs			2
upturning			1
upward			9
upwards			1
urchin			2
urge			2
urged			5
urgent			2
urging			1
urns			1
us			107
us--i			1
us--much			1
usage			3
use			27
use--to			1
used			27
useful			10
usefulness			1
useless			11
user			3
using			8
usual			48
usually			8
ut			1
utmost			9
utter			3
utterance			2
uttered			8
utterer			1
uttering			1
utterly			3
v			6
vacant			5
vacantly			2
vacation			4
vacation's			1
vagabond			1
vagrancy			1
vague			4
vaguely			2
vain			17
vain;--then			1
vainest			1
vainly			1
valet			7
valise			2
valuable			3
value			3
valued			1
vanilla			2
vanished			4
vanities			1
vanity			1
vapour			3
vapouring			2
vapours			1
variation			1
varieties			2
variety			5
various			14
variously			1
varying			2
vassal			1
vast			4
vaulted			3
vaults			1
vaunted			1
vaunting			1
vauxhall			1
vegetable			2
vegetating			1
vehemence			1
vehement			1
vehicle			4
vehicles			2
veil			2
veinous			1
veins			1
vendor			3
venerable			1
vengeance			43
ventured			2
verbal			1
verdict			2
verging			1
vermin			2
vermin-haunted			1
versailles			1
version			2
very			217
vessel			2
vestige			3
vexation			1
vexed			3
vi			6
viands			1
vice			1
vices			1
vicious			1
victim			5
victims			5
victorious			1
victory			1
vied			1
view			7
view--it			1
viewed			2
viewing			1
views			1
vigilance			1
vigilant			1
vigorous			2
vigour			1
vigourous			1
vii			4
viii			4
vile			4
vilest			1
village			50
village--had			1
villagers			1
villages			1
villain			2
villainy			1
ville			4
vindicating			1
vinegar			2
vineyards			1
vinous			1
violates			1
violence			1
violent			6
violently			4
virtually			1
virtue			6
virtues			2
virtuous			3
virus			1
visage			5
visages			1
visible			8
visibly			2
vision			3
visit			4
visitation			1
visited			1
visitor			8
visitors			2
vista			1
vivacious			1
vivacity			1
vivid			3
vividly			2
vociferating			1
vogue			2
voice			83
voice--i			1
voices			13
voices--among			1
voices--voices			1
void			1
volleys			1
voluble			2
voluntarily			3
voluntary			1
volunteer			1
volunteers			7
voluptuous			1
vortex			1
vote			2
voted			2
votes			1
vow			1
voyage			2
vulgar			3
wager			1
wages			1
waggonloads			1
waifs			1
wail			1
wailing			2
waist			8
waist-coat			1
waistband			3
waistcoat			3
wait			14
waited			12
waiter			3
waiters			1
waiting			17
wake			5
wakened			1
waking			2
wales			1
walk			10
walked			43
walking			22
walking-shoe			1
walks			1
wall			43
wall--there			1
walls			18
walnut-shell			1
walton			1
wander			1
wandered			6
wanderer			1
wandering			8
waning			1
want			36
wanted			16
wanting			3
wantonly			1
wants			2
war			1
warbled			1
ward			3
warehouses			1
warm			6
warmed			2
warmer			1
warming			1
warmly			3
warmth			2
warn't			3
warned			2
warning			5
warnings			1
warped			2
warranties			3
warranty			2
wars			1
warwickshire			1
wary			2
was			1764
was--and			1
was--before			1
was--or			1
was--quite			1
was--without			1
washed			2
washing			1
washington			4
wasn't			2
waste			6
wasted			9
watch			13
watch-fire			1
watched			13
watches			5
watchful			6
watchfully			1
watchfulness			4
watching			12
watchman			1
watchmen			2
watchtower			1
water			37
water-colours			1
waterfalls			1
waters			4
waterspout			1
watery			2
wave			9
waved			5
waves			5
wax			1
way			180
way--"though			1
way--and			1
way--charles			1
way--have			1
way--tend			1
way--the			1
way--to			1
wayfarer			1
waylaid			1
ways			18
wayside			1
we			177
we--since			1
weak			16
weaken			1
weakened			1
weaker			1
weakest			1
weakness			10
weaknesses			1
weapon			7
weapons			7
wear			9
wearer			2
wearer's			2
wearied			1
wearing			1
weary			8
weary--worn			1
weather			8
weather-beaten			1
weathers			3
weaving			1
web			6
wednesday			1
weeds			1
week			14
weekly			1
weeks			6
weep			14
weeping			6
weigh			1
weighs			1
weight			8
weird			2
welcome			3
well			167
well--thousands			1
well-directed			1
well-grown			1
well-known			2
well-looking			1
well-made			1
well-remembered			1
well-satisfied			1
well-worn			1
wells			1
wending			1
went			109
wenturs			1
wept			6
were			658
were--charles			1
weren't			1
wery			1
west			5
westminster			2
westward			2
wet			11
wet-towelling			1
wetted			1
what			371
what's			9
whatever			16
whatsoever			2
wheat			1
wheel			2
wheel--the			1
wheeled			1
wheels			10
when			434
whence			2
whenever			6
where			158
whereas			4
whereat			1
wherein			3
whereof			1
whereunto			1
whereupon			2
wherever			1
whet			1
whether			43
whew			1
which			409
whiffed			1
while			97
whiles			2
whimpering			1
whims			1
whip			5
whip-corrected			1
whipping-post			2
whips			3
whirled			4
whirling			4
whirlings			1
whirlpool			1
whirrs			1
whisper			17
whispered			14
whispering			6
whispers			4
whistled			1
whistling			1
white			28
white-haired			4
white-silk			1
whitefriars			1
whiteness			2
whiter			1
whitewashed			1
who			375
who's			3
whole			37
wholesale			1
wholesome			2
wholly			4
whom			70
whoop			1
whose			45
whosoever			4
why			70
wicked			9
wickedly			1
wickedness			1
wicket			3
wicks			1
wide			13
widely			1
wider			2
widest			2
widow			3
widowhood			1
width			1
wielders			1
wife			93
wife!--we			1
wife's			3
wife--o			1
wife--so			1
wig			15
wig--lorry--of			1
wigged			6
wigs			2
wild			25
wild-beast			1
wild-looking			1
wilderness			4
wildest			4
wildly			5
wildness			2
wilfully			1
will			295
will--he			1
willing			4
willingly			6
wills			1
wilt			1
win			1
wind			17
winding			8
winding-sheet			1
windmill			1
window			49
window-breaking			1
window-ledges			1
windows			28
winds			7
windy			3
wine			63
wine--but			1
wine-lees--blood			1
wine-rotted			1
wine-shop			52
wine-shops			2
wine-vendor			1
wing			1
wings			4
wink			1
winking			3
winning			3
winnowing			1
winter			11
wintry			2
wipe			2
wiped			2
wiping			1
wiry			1
wisdom			2
wise			5
wisely			1
wiser			2
wisest			1
wish			26
wished			5
wishes			8
wishing			2
wisited			1
wistfully			1
wit			2
wital			1
with			1351
with--had			1
withal			1
withdrawing			1
withdrawn			1
withdraws			1
withdrew			6
wither			1
withered			2
withheld--to			1
within			68
without			112
witness			25
witness-box			1
witnessed			1
witnesses			8
wittles			3
wives			3
wo-ho			2
woe			2
wolf-procession			1
wolfishly			1
woman			66
woman's			5
woman--had			1
womanly			1
women			52
women's			3
women--who			1
won			3
won't			11
wonder			14
wonder!--much			1
wondered			1
wonderful			11
wondering			4
wonders			2
wood			13
wood-ashes			2
wood-sawyer			13
wood-sawyer's			1
wooden			9
woodman			3
woods			3
woollen			3
word			69
words			77
wore			20
work			128
work-table			1
work-worn			1
worked			21
workers			1
working			7
workings			3
workman			3
workmen			3
works			34
workshop			1
world			41
world--the			2
world--which			1
worldly			6
worm-eaten			1
wormy			1
worn			15
worn-out			1
worried			2
worse			19
worse--and			1
worshippers			2
worst			18
worth			22
worthier			1
worthless			2
worthlessness			1
worthy			10
wos			10
wot			18
wot's			1
would			341
wouldn't			13
wouldst			1
wound			9
wounded			6
wounds			2
woven			1
wows			1
wrap			1
wrapped			6
wrapper			1
wrappers			2
wrappings			1
wrath			1
wrath--the			1
wrathfully			2
wreaking			1
wreaths			2
wreck			2
wrecks			2
wrench			1
wrested			1
wretch			4
wretched			13
wretchedest			1
wretchedly			1
wretches			1
wring			1
wringing			2
wrist			4
wrists			2
write			22
write--and			1
writer			1
writer's			1
writing			14
written			21
wrong			20
wronged			1
wrongfully			1
wrongs			2
wrote			13
wrought			2
wrung			5
www.gutenberg.org			2
x			4
xi			4
xii			4
xiii			4
xiv			4
xix			2
xv			4
xvi			2
xvii			2
xviii			2
xx			2
xxi			2
xxii			2
xxiii			2
xxiv			2
yah			3
yaha			4
yard			6
yards			4
yawned			1
ye			2
ye-es			1
year			36
yearned			1
yearning			1
years			87
years--a			1
years--because			1
yellow			5
yells			1
yes			117
yes--i			2
yesterday			18
yet			108
yield			3
yielded			8
yielded:--not			1
yielding			3
yieldings			1
yo			1
yoked			1
yonder			5
yore			1
you			1455
you!--under			1
you'd			3
you'll			7
you're			10
you've			7
you--_are			1
you--and			1
you--does			1
you--forgive			1
you--ties			1
you:--does			1
young			127
younger			9
youngest			1
your			345
your'n			1
yourn			1
yours			16
yourself			40
yourself--flung			1
yourself--that			1
yourselves			3
youth			9
youthful			3
youthfulness			1
youths			1
zealous			2
zip			1
